Unnamed: 0,Bug ID,Product,Component,Status,Resolution,Summary,Average_Cos_Similarity_Bigram,Average_Cos_Similarity_Score,Changed,Description,Duplicate_Bug_Ids
28788,552213.0,Platform,IDE,CLOSED,DUPLICATE,Character Problem After Windows Update,0.014835557134098443,0.027143591314726382,18-10-2019 09:40,i cannot type tilde  character in eclipse editor  search fields etc  after windows   version   update  my colleague had same issue after same update  we updated same day  we faced this error same day   keyboard  turkish q windows lang  english,551724.0
28807,552254.0,EGit,UI,CLOSED,DUPLICATE,Use same Eclipse licence for JGit and EGit,0.01710628379347149,0.031911185302987054,20-10-2019 12:13,created attachment   screenshot  if i install egit i get the eclipse foundation software user agreement presented twice  please only use one version ,549021.0
28843,552317.0,Oomph,Setup,CLOSED,DUPLICATE,DnD from setup file located in the web onto installer results in error,0.018063494523963202,0.03938519922708635,27-10-2019 06:33,created attachment   screenshot  similar to bug    but different error message  see screenshot   tested on linux with installer version        build  ,552315.0
28902,552419.0,Platform,UI,CLOSED,DUPLICATE,Open Resource dialog should take paths into consideration.,0.01266983582190827,0.019050662585502753,25-10-2019 06:58,    eclipse ide would be so much nicer if its open resource dialog would take paths into consideration   i e  i have about a gazillion pom xml s but i only have one that is in  bom pom xml   same actually goes for type lookups  here matching on package if i put a   or   would be good    suggestion for logic   as long as you are typing strings without a   in it just do as now  i e   pom xml  will show all pom xml files   but when i add a     then treat the left side as a path to match   so in a project with the following layout   bom pom xml bom runtime pom xml tools bom pom xml wonka bom other tools pom xml   pom xml  gives you  bom pom xml bom runtime pom xml tools bom pom xml wonka bom other tools pom xml    bom pom xml  gives you  bom pom xml bom runtime pom xml tools bom pom xml wonka bom other tools pom xml      bom to pom xml  gives you  wonka bom other tools pom xml  but not  toos bom pom xml  as each segment of the path are used as string match against each path segment in sequence    similar could be done for type lookups   but lets start here   ,552418.0
28924,552462.0,CDT,cdt-indexer,CLOSED,DUPLICATE,CDT indexer started complaining on literal operator template for string UDL,0.015371837285829382,0.02436845314187917,03-11-2019 04:25,i understand it s just an extension  but i am pretty sure  cdt indexer didn t complain before on operator   format  from fmtlib    now all my code is sprinkled with red   the way to reproduce   template  typename char  char    chars  constexpr int operator   a      return      int main        std  cout       a      n       return       cdt now issues an error around    a   invalid arguments   candidates are  int operator    a   ,536986.0
28927,552474.0,Platform,UI,CLOSED,DUPLICATE,[Dark theme] Delete unnecessary CSS spy related CSS styling,0.0120022894084442,0.015864985035269723,12-11-2019 03:17,the following has a reference to the css spy but if i remove it  the css spy still works fine and still shows the red corner for the selected element      prevent css spy red borders to be grayed with a generic shell selector    shell style   swt shadow etched out    shell style   swt shadow etched in    shell style   swt check    shell style   swt title    shell style   swt ok    shell style   swt cancel    shell style   swt abort    shell style   swt drop down    shell style   swt arrow    shell style   swt radio    shell style   swt single    shell style   swt shadow in    shell style   swt tool    shell style   swt resize    shell style   swt shell trim    shell style   swt fill    shell style   swt alpha    shell style   swt border    shell style   swt dialog trim    shell style   swt ignore    shell style   swt full selection    shell style   swt smooth    shell style   swt virtual    shell style   swt application modal    shell style   swt medium    shell style   swt long         background color          color   cccccc     i suggest to delete this ,552929.0
28967,552541.0,JDT,APT,VERIFIED,DUPLICATE,[14] [model] Records - RecordComponentElement delta,0.011747102199155379,0.017933505518302997,20-05-2020 04:56,from  spec experts   october   html  javax lang model element recordcomponentelement javax lang model element recordcomponentelement  a top  level element in the model  a direct subinterface of j l m e element   investigate whether there are code changes for this,560260.0
29125,552802.0,z_Archived,WindowBuilder,RESOLVED,DUPLICATE,Failed to write core dump. Minidumps are not enabled by default on client versions of Windows,0.010387304381665343,0.017850357814167796,04-06-2021 16:45,created attachment   while using windowbuilder to design frame,552200.0
29169,552880.0,z_Archived,WindowBuilder,CLOSED,DUPLICATE,eclipse WB Crushes repeatedly. Appear to be an Unhandled Error on win 10 64bit,0.015262298925015844,0.019197743567305216,04-06-2021 16:45,created attachment   eclipse crushes while wb was just fixed  wb swing on gridbaglayout panel on adding a control  it looks a very begginer programmer produsing unhandeled error windows   is unforgiving with poorely designed apps,552200.0
29312,553142.0,JDT,Core,CLOSED,DUPLICATE,[14] Grammar changes for pattern instanceof,0.012319255059201409,0.02114103029201702,12-03-2020 06:21,end result being creation of internal compiler ast ,531715.0
29313,553144.0,JDT,Core,CLOSED,DUPLICATE,[14] Pattern instanceof - Type Inference,0.0038402786076425373,0.006012676053495348,09-03-2020 01:49,type inference part,531715.0
29314,553145.0,JDT,Core,CLOSED,DUPLICATE,[14] Pattern Instanceof - Flow Analysis,0.0021482206120627227,0.0027728480362120386,09-03-2020 01:50,flow analysis part,531715.0
29315,553146.0,JDT,Core,CLOSED,DUPLICATE,[14] Pattern instanceof - Code Generation,0.0017463020193578354,0.0022543882757520063,09-03-2020 01:50,codegen part,531715.0
29465,553444.0,Community,CI-Jenkins,CLOSED,DUPLICATE,OpenJ9: Script approvals for test autoGen job,0.00435064860765411,0.00962019954963724,25-11-2019 15:11,   view test job test job auto gen ,553442.0
29590,553676.0,Community,CI-Jenkins,CLOSED,DUPLICATE,JIPP Help for RedDeer,0.014482681378854653,0.027448605999117984,02-12-2019 12:02,hi  i would like to get reddeer ci instance     restarted as it is down for some time now    thanks        ,553675.0
29594,553683.0,JDT,UI,CLOSED,DUPLICATE,Postfix completion with unexpected result for LabelFactory.newLabel(SWT.NONE),0.015118071734783996,0.011528242302961593,03-12-2019 07:14,labelfactory is part of jface    if you write   labelfactory newlabel  var   trigger postfix completion you get   labelfactory newlabel    which is wrong ,552146.0
29655,553771.0,Community,CI-Jenkins,CLOSED,DUPLICATE,OpenJ9: In-process script approval for pipeline badge summary,0.013784207821783585,0.017493446986851246,04-12-2019 10:25,   pull      job pullrequest     console  scripts not permitted to use method org jvnet hudson plugins groovypostbuild groovypostbuildrecorder badgemanager getbuild  administrators can decide whether to approve or reject this signature ,553682.0
29756,558061.0,4DIAC,4DIAC-IDE,CLOSED,DUPLICATE,Adapters don't get updated in composite FBs,0.010309408345777798,0.017875646606093133,10-12-2019 05:58,   create composite fb with an adapter     change adapter     update type doesn t update the adapter  when closing   the adapter will be updated,518502.0
29808,558285.0,Platform,UI,CLOSED,DUPLICATE,Ctrl+3 quick access should support smarter uppercase search,0.015245054555505927,0.021371010853943714,14-12-2019 11:02,ctrl   quick access should support smarter uppercase search    for example  in ctrl shift t open type dialog  beanpostprocessor java can be found by typing bpp or bposp or bppro  however  in ctrl   quick access  beanpostprocessor java can only be found by typing bpp  typing bpos or bppro found nothing ,553790.0
29838,558340.0,Platform,UI,CLOSED,DUPLICATE,UI freeze while opening the tree of the Problems View,0.0132192869170383,0.029974927783421798,17-12-2019 02:40,opening the problems tree with a lot of items freezes eclipse  see trace ,349869.0
29876,558409.0,JDT,UI,CLOSED,DUPLICATE,Cleanup action to enhanced for loop should be more intelligent with the naming,0.016122458289033584,0.024843121926303002,24-02-2020 10:45,currently a collection named  categories  will get the the variable name  categori   intellij understands the  ies  cases and uses  y   e g    category  for it ,558700.0
29965,558551.0,CDT,cdt-other,CLOSED,DUPLICATE,Version on this form omits the version I'm using,0.012285091953984237,0.01984513789925822,28-12-2019 11:53,version says    png    program about says   eclipse ide for c c   developers  version          ,558550.0
